society,price,place,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,Direction,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
on request,1.25,ballygunge,9300.0,1344.0,Super Built up area 1345(124.95 sq.m.),3.0,2,1,3,South-East,New Property,South,1345.0,,,0,0,0,0,0,0,53.0
on request new booking,1.36,ballygunge,9300.0,1462.0,Super Built up area 1460(135.64 sq.m.),3.0,2,1,1,South-East,Relatively New,South,1460.0,,,0,0,0,0,1,0,71.0
residential apartment new booking,0.65,lake gardens,6500.0,1000.0,Super Built up area 1000(92.9 sq.m.),2.0,2,1,2,South-East,Relatively New,South,1000.0,,,0,0,0,0,0,0,47.0
on request new booking,1.11,pr,6499.0,1708.0,Super Built up area 1705(158.4 sq.m.),3.0,3,1,3,South-East,Relatively New,South,1705.0,,,0,0,0,0,1,0,78.0
on request,0.33,new town,3515.0,939.0,Super Built up area 933(86.68 sq.m.),2.0,2,1,4,North-East,Relatively New,North,933.0,,,0,0,0,0,1,0,19.0
on request,0.45,baguiati,3983.0,1130.0,Super Built up area 1117(103.77 sq.m.),3.0,2,2,4,East,Relatively New,North,1117.0,,,0,0,0,0,1,0,19.0
on request,0.34,baguiati,4011.0,848.0,Super Built up area 860(79.9 sq.m.),2.0,2,1,4,West,Relatively New,North,860.0,,,0,0,0,0,1,0,19.0
yarrow co operative society,0.77,patuli,6160.0,1250.0,Super Built up area 1250(116.13 sq.m.),3.0,2,1,3,North-East,Old Property,South,1250.0,,,0,0,0,0,0,0,29.0
joyee apartment,1.6,naktala,5333.0,3000.0,Super Built up area 3000(278.71 sq.m.),4.0,4,3+,3,North-West,Old Property,South,3000.0,,,0,0,0,1,0,2,36.0
ashirbad  apartment,0.67,naktala,5469.0,1225.0,Super Built up area 1225(113.81 sq.m.),3.0,2,1,1,South,Moderately Old,South,1225.0,,,0,0,0,0,0,0,7.0
sun bright,2.25,tollygunge,8420.0,2672.0,Super Built up area 2672(248.24 sq.m.),4.0,3,3,4,East,Relatively New,South,2672.0,,,0,0,0,0,0,0,15.0
karunamoyee,0.38,haridevpur,4313.0,881.0,Super Built up area 881(81.85 sq.m.),2.0,2,1,1,East,Relatively New,South,881.0,,,0,0,0,0,0,0,0.0
kalitala,0.27,sodepur,3176.0,850.0,Super Built up area 850(78.97 sq.m.),2.0,2,1,1,East,Relatively New,South,850.0,,,0,0,0,0,0,0,0.0
on request,0.24,kaikhali,3400.0,706.0,Super Built up area 700(65.03 sq.m.),2.0,2,1,2,North-West,Relatively New,North,700.0,,,0,0,0,0,1,0,19.0
on request,0.31,kaikhali,3400.0,912.0,Super Built up area 900(83.61 sq.m.),2.0,2,1,2,East,Relatively New,North,900.0,,,0,0,0,0,1,0,19.0
on request,0.28,kaikhali,3400.0,824.0,Super Built up area 810(75.25 sq.m.),2.0,2,1,2,North-West,Relatively New,North,810.0,,,0,0,0,0,1,0,19.0
on request,0.3,rajarhat,3595.0,834.0,Super Built up area 840(78.04 sq.m.),2.0,2,1,1,South-West,Relatively New,East,840.0,,,0,0,0,0,1,0,19.0
shibam aprtment,0.34,rajarhat,3600.0,944.0,Super Built up area 935(86.86 sq.m.),2.0,2,1,2,East,Relatively New,East,935.0,,,0,0,0,0,1,0,19.0
bina apartment,0.28,rajarhat,3000.0,933.0,Super Built up area 920(85.47 sq.m.),2.0,2,1,1,East,Relatively New,East,920.0,,,0,0,0,0,1,0,38.0
dpka manorama residency,0.27,rajarhat,2950.0,915.0,Super Built up area 906(84.17 sq.m.),2.0,2,1,3,North,Relatively New,East,906.0,,,0,0,0,0,1,0,38.0
dpka manorama residency,0.31,rajarhat,2950.0,1051.0,Super Built up area 1043(96.9 sq.m.),2.0,2,2,3,East,Relatively New,East,1043.0,,,0,0,0,0,1,0,38.0
dpka manorama residency,0.36,rajarhat,2950.0,1220.0,Super Built up area 1220(113.34 sq.m.),3.0,2,3,2,North-West,Relatively New,East,1220.0,,,0,0,0,0,1,0,38.0
on request,0.58,madurdaha,4833.0,1200.0,Super Built up area 1200(111.48 sq.m.),3.0,2,1,2,North-East,Moderately Old,South,1200.0,,,0,0,0,0,1,0,63.0
on request,0.41,madurdaha,4555.0,900.0,Super Built up area 900(83.61 sq.m.),2.0,2,2,2,South-East,Moderately Old,South,900.0,,,0,0,0,0,1,0,63.0
on request,0.51,patuli,6200.0,823.0,Super Built up area 820(76.18 sq.m.),2.0,2,1,3,North-East,New Property,South,820.0,,,0,0,0,0,0,0,26.0
magnolia oxygen,0.44,rajarhat,4905.0,897.0,Super Built up area 897(83.33 sq.m.),2.0,2,1,4,South-West,Relatively New,East,897.0,,,0,0,0,0,1,0,48.0
standalone building,0.25,behala,3500.0,714.0,Super Built up area 725(67.35 sq.m.),2.0,2,1,1,North-East,Relatively New,South,725.0,,,0,0,0,0,1,0,60.0
on request,1.36,ballygunge,9300.0,1462.0,Super Built up area 1459(135.55 sq.m.),3.0,2,1,1,South-East,New Property,South,1459.0,,,0,0,0,0,0,0,40.0
windsor heights,0.95,em bypass,7347.0,1293.0,Super Built up area 1293(120.12 sq.m.),3.0,2,3,3,North-West,Relatively New,South,1293.0,,,0,0,0,0,1,0,54.0
essar residency,0.32,dash drone,3219.0,994.0,Super Built up area 994(92.35 sq.m.),3.0,2,2,4,North-West,Relatively New,East,994.0,,,0,0,0,0,0,0,26.0
torsa prantika,0.33,fartabad,4342.0,760.0,Super Built up area 760(70.61 sq.m.)Carpet area: 600 sq.ft. (55.74 sq.m.),2.0,2,1,1,South-East,Old Property,South,760.0,,600.0,0,0,0,0,0,1,0.0
rajat avante,0.49,joka,5931.0,826.0,Super Built up area 843(78.32 sq.m.),2.0,2,1,13,North-East,Relatively New,South,843.0,,,0,0,0,0,0,0,57.0
siddha happyville,0.9,rajarhat,7114.0,1265.0,Super Built up area 1265(117.52 sq.m.),3.0,2,1,14,East,Relatively New,East,1265.0,,,0,0,0,0,0,0,83.0
semi complex,0.46,new garia,4000.0,1150.0,Super Built up area 1162(107.95 sq.m.),3.0,2,1,2,South-East,Relatively New,South,1162.0,,,0,0,0,0,1,0,94.0
semi complex,0.33,new garia,4000.0,825.0,Super Built up area 828(76.92 sq.m.),2.0,2,1,2,North-West,Relatively New,South,828.0,,,0,0,0,0,1,0,75.0
semi complex,0.25,nayabad,4057.0,616.0,Super Built up area 626(58.16 sq.m.),2.0,1,0,2,South-West,New Property,South,626.0,,,0,0,0,0,1,0,80.0
siddha eden lakeville,0.89,bt road,6477.0,1374.0,Super Built up area 1374(127.65 sq.m.),3.0,3,1,10,North,Relatively New,North,1374.0,,,0,0,0,0,0,0,61.0
on request,0.75,new town,5555.0,1350.0,Super Built up area 1350(125.42 sq.m.),3.0,2,1,2,,Relatively New,East,1350.0,,,0,0,0,0,1,0,19.0
on request,0.68,new town,5037.0,1350.0,Super Built up area 1350(125.42 sq.m.),3.0,2,1,2,,Relatively New,East,1350.0,,,0,0,0,0,1,0,19.0
on request,0.8,new town,5000.0,1600.0,Super Built up area 1600(148.64 sq.m.),3.0,2,1,3,,Relatively New,East,1600.0,,,0,0,0,0,1,0,19.0
on request,0.8,new town,5000.0,1600.0,Super Built up area 1600(148.64 sq.m.),3.0,2,1,2,,Relatively New,East,1600.0,,,0,0,0,0,1,0,19.0
on request,0.86,new town,5375.0,1600.0,Super Built up area 1600(148.64 sq.m.),3.0,2,1,2,South-East,Relatively New,East,1600.0,,,0,0,0,0,1,0,19.0
on request,0.6,new town,4800.0,1250.0,Super Built up area 1250(116.13 sq.m.),3.0,2,1,3,North-West,Relatively New,East,1250.0,,,0,0,0,0,1,0,19.0
on request,0.47,new town,5875.0,800.0,Super Built up area 800(74.32 sq.m.),2.0,2,1,2,East,Relatively New,East,800.0,,,0,0,0,0,1,0,19.0
on request,0.65,new town,5000.0,1300.0,Super Built up area 1300(120.77 sq.m.),3.0,2,1,3,North,Relatively New,East,1300.0,,,0,0,0,0,1,0,19.0
pacheria kusumba greens,0.3,sonarpur,5014.0,598.0,Super Built up area 955(88.72 sq.m.)Carpet area: 603 sq.ft. (56.02 sq.m.),2.0,2,1,4,South-West,Relatively New,South,955.0,,603.0,0,0,0,0,0,0,55.0
not applicable,0.27,kamalgazi,3800.0,711.0,Super Built up area 719(66.8 sq.m.),2.0,2,1,1,South,Relatively New,South,719.0,,,0,0,0,0,1,0,25.0
on request new,0.3,narendrapur,4195.0,715.0,Super Built up area 715(66.43 sq.m.),2.0,2,1,2,South,Relatively New,South,715.0,,,0,0,0,0,0,0,8.0
suryalok apartments,1.4,mandevilla garden,12544.0,1116.0,Super Built up area 1116(103.68 sq.m.),2.0,2,1,3,South,Old Property,South,1116.0,,,0,1,0,0,0,1,46.0
not applicable,2.0,ballygunge,11111.0,1800.0,Super Built up area 1800(167.23 sq.m.),3.0,3,0,1,South,Old Property,South,1800.0,,,0,0,0,0,0,2,107.0
ballygunge apartments,0.8,ballygunge,9411.0,850.0,Super Built up area 850(78.97 sq.m.),2.0,2,0,8,North-West,Old Property,South,850.0,,,0,0,0,0,0,0,40.0
not applicable,1.25,panditiya road,9005.0,1388.0,Super Built up area 1388(128.95 sq.m.),3.0,2,1,2,North-East,Relatively New,South,1388.0,,,0,0,0,0,0,0,64.0
natural avenue,4.0,southern avenue,16000.0,2500.0,Super Built up area 2500(232.26 sq.m.),4.0,4,1,3,South,Relatively New,South,2500.0,,,0,0,0,0,0,0,54.0
multicon sapphire court,0.75,golf club road,7500.0,1000.0,Super Built up area 1000(92.9 sq.m.),2.0,2,1,1,South-East,Old Property,South,1000.0,,,0,0,0,0,0,0,55.0
not applicable,0.95,tollygunge,6904.0,1376.0,Super Built up area 1376(127.83 sq.m.),3.0,2,2,4,South-West,Old Property,South,1376.0,,,0,0,0,0,0,0,33.0
not applicable,0.95,naktala,6551.0,1450.0,Super Built up area 1450(134.71 sq.m.),3.0,2,1,3,South-East,Moderately Old,South,1450.0,,,0,0,0,0,1,0,13.0
bengal shapoorji shukhobristhi,0.55,new town,6043.0,910.0,Super Built up area 910(84.54 sq.m.),3.0,2,1,9,East,Relatively New,East,910.0,,,0,0,0,0,0,0,105.0
ananda apartment,0.86,madurdaha,5000.0,1720.0,Super Built up area 1726(160.35 sq.m.)Built Up area: 1380 sq.ft. (128.21 sq.m.),3.0,3,1,2,South-East,Relatively New,South,1726.0,1380.0,,0,0,0,0,0,0,94.0
novelty,0.64,madurdaha,5000.0,1280.0,Super Built up area 1276(118.54 sq.m.)Built Up area: 1020 sq.ft. (94.76 sq.m.),3.0,2,1,2,South-East,Relatively New,South,1276.0,1020.0,,0,0,0,0,0,0,88.0
amelia,0.38,madurdaha,4500.0,844.0,Super Built up area 854(79.34 sq.m.)Built Up area: 683 sq.ft. (63.45 sq.m.),2.0,2,1,3,East,Relatively New,South,854.0,683.0,,0,0,0,0,0,0,88.0
ashirbad alay,0.38,nayabad,4000.0,950.0,Super Built up area 951(88.35 sq.m.)Built Up area: 768 sq.ft. (71.35 sq.m.),3.0,2,1,3,East,Relatively New,South,951.0,768.0,,0,0,0,0,0,0,88.0
kriti apartment,0.34,nayabad,4100.0,829.0,Super Built up area 818(75.99 sq.m.)Built Up area: 654 sq.ft. (60.76 sq.m.),2.0,2,1,2,South-East,Relatively New,South,818.0,654.0,,0,0,0,0,0,0,88.0
purbayan,0.34,bagha jat,4500.0,756.0,Super Built up area 750(69.68 sq.m.)Built Up area: 600 sq.ft. (55.74 sq.m.),2.0,2,1,1,North-West,Relatively New,South,750.0,600.0,,0,0,0,0,0,0,67.0
lake view,0.38,new garai,3800.0,1000.0,Super Built up area 1006(93.46 sq.m.)Built Up area: 804 sq.ft. (74.69 sq.m.),2.0,2,1,1,South-East,Relatively New,South,1006.0,804.0,,0,0,0,0,0,0,88.0
pacific sriguru,0.33,garia,3800.0,868.0,Super Built up area 857(79.62 sq.m.)Built Up area: 685 sq.ft. (63.64 sq.m.),2.0,2,1,2,South-East,Relatively New,South,857.0,685.0,,0,0,0,0,0,0,88.0
niharika apartment,0.39,nayabad,4162.0,937.0,Super Built up area 937(87.05 sq.m.)Built Up area: 749 sq.ft. (69.58 sq.m.),2.0,2,1,1,North-East,Moderately Old,South,937.0,749.0,,0,0,0,0,0,0,88.0
on request,0.26,barrackpore,2600.0,1000.0,Super Built up area 1000(92.9 sq.m.),3.0,2,1,3,North,Relatively New,North,1000.0,,,0,0,0,0,1,0,54.0
on request(new barrackpur),0.14,barrackpore,2518.0,556.0,Super Built up area 546(50.73 sq.m.),1.0,1,1,1,South,Relatively New,North,546.0,,,0,0,0,0,1,0,54.0
on request(new booking),0.21,barrackpore,2551.0,823.0,Super Built up area 823(76.46 sq.m.),2.0,2,1,3,North-East,Relatively New,North,823.0,,,0,0,0,0,1,0,54.0
on request,0.17,madhyamgram,2511.0,677.0,Super Built up area 665(61.78 sq.m.),2.0,1,1,3,South-East,Relatively New,North,665.0,,,0,0,0,0,1,0,54.0
on request,0.32,madhyamgram,3163.0,1012.0,Super Built up area 1018(94.58 sq.m.),3.0,2,1,1,North,Relatively New,North,1018.0,,,0,0,0,0,1,0,54.0
roni apartment(new booking),0.34,madhyamgram,2935.0,1158.0,Super Built up area 1155(107.3 sq.m.),3.0,2,1,4,North,Relatively New,North,1155.0,,,0,0,0,0,1,0,54.0
on request( new booking ),0.17,madhyamgram,2433.0,699.0,Super Built up area 678(62.99 sq.m.),2.0,1,1,3,South-East,Relatively New,North,678.0,,,0,0,0,0,1,0,54.0
shree ganapati apartment(new booking),0.26,konnagar,2300.0,1130.0,Super Built up area 1130(104.98 sq.m.),3.0,2,1,2,South-East,New Property,West,1130.0,,,0,0,0,0,0,0,79.0
shree ganapati apartment (new booking),0.2,konnagar,2300.0,870.0,Super Built up area 870(80.83 sq.m.),2.0,2,1,1,South-West,New Property,West,870.0,,,0,0,0,0,0,0,79.0
shree ganapati apartment(new booking),0.26,konnagar,2300.0,1130.0,Super Built up area 1114(103.49 sq.m.),3.0,2,1,1,North-East,New Property,West,1114.0,,,0,0,0,0,0,0,79.0
sankari apartment,0.3,dum dum,3488.0,860.0,Super Built up area 860(79.9 sq.m.),2.0,2,1,1,South-East,Relatively New,North,860.0,,,0,0,0,0,0,0,19.0
siddhivinayak society.,0.43,kaikhali,4523.0,951.0,Super Built up area 955(88.72 sq.m.),2.0,2,1,1,South,Relatively New,North,955.0,,,0,0,0,0,1,0,138.0
suman apartment,0.26,baguiati,3700.0,703.0,Super Built up area 700(65.03 sq.m.),2.0,2,1,2,West,Relatively New,North,700.0,,,0,0,0,0,1,0,63.0
on request,0.32,ch,4539.0,705.0,Super Built up area 705(65.5 sq.m.)Carpet area: 555 sq.ft. (51.56 sq.m.),2.0,2,1,1,South,Relatively New,East,705.0,,555.0,0,0,0,0,0,0,32.0
on request,0.42,dash drone,4640.0,905.0,Super Built up area 905(84.08 sq.m.)Carpet area: 710 sq.ft. (65.96 sq.m.),3.0,2,1,2,North,Relatively New,East,905.0,,710.0,0,0,0,0,0,0,31.0
"on request, new booking",0.46,ch,4239.0,1085.0,Super Built up area 1085(100.8 sq.m.)Carpet area: 850 sq.ft. (78.97 sq.m.),3.0,2,2,2,North-East,Relatively New,East,1085.0,,850.0,0,0,0,0,0,0,32.0
on request,0.45,ch,4352.0,1034.0,Super Built up area 1034(96.06 sq.m.)Carpet area: 810 sq.ft. (75.25 sq.m.),3.0,2,1,3,South,Relatively New,East,1034.0,,810.0,0,0,0,0,0,0,31.0
ganesh plaza(new booking),0.18,h,2500.0,720.0,Super Built up area 723(67.17 sq.m.),2.0,2,1,3,North-East,New Property,West,723.0,,,0,0,0,0,0,0,71.0
upoher heights(new booking-semi complex),0.35,konnagar,2700.0,1296.0,Super Built up area 1304(121.15 sq.m.),3.0,2,2,5,South-East,New Property,West,1304.0,,,0,0,0,1,0,0,88.0
upoher heights(new booking-semi complex),0.29,konnagar,2700.0,1074.0,Super Built up area 1065(98.94 sq.m.),3.0,2,1,3,South-West,New Property,West,1065.0,,,0,0,0,0,0,0,102.0
upoher heights(new booking-semi complex),0.29,konnagar,2700.0,1074.0,Super Built up area 1080(100.34 sq.m.),2.0,2,2,5,North-West,New Property,West,1080.0,,,0,0,0,0,0,0,102.0
upoher heights(new booking-semi complex),0.29,konnagar,2700.0,1074.0,Super Built up area 1085(100.8 sq.m.),2.0,2,1,1,North-East,New Property,West,1085.0,,,0,0,0,0,0,0,102.0
nexus apartment(new booking),0.14,konnagar,2200.0,636.0,Super Built up area 635(58.99 sq.m.),2.0,2,1,0,North-East,New Property,West,635.0,,,0,0,0,0,0,0,71.0
nexus apartment (new booking),0.21,konnagar,2450.0,857.0,Super Built up area 875(81.29 sq.m.),3.0,2,1,2,North-East,New Property,West,875.0,,,0,0,0,0,0,0,87.0
nexus apartment(new booking),0.21,konnagar,2350.0,894.0,Super Built up area 875(81.29 sq.m.),2.0,2,1,1,North-West,New Property,West,875.0,,,0,0,0,0,0,0,87.0
ghosh apartment(new booking),0.16,h,2400.0,667.0,Super Built up area 675(62.71 sq.m.),2.0,2,1,1,North-East,New Property,West,675.0,,,0,0,0,0,0,0,71.0
ganesh apartment(new booking),0.14,konnagar,2400.0,583.0,Super Built up area 602(55.93 sq.m.),2.0,2,1,2,North-West,New Property,West,602.0,,,0,0,0,0,0,0,38.0
jai ganesh apartment(new booking),0.23,konnagar,2500.0,920.0,Super Built up area 906(84.17 sq.m.),2.0,2,1,5,South-West,New Property,West,906.0,,,0,0,0,0,0,0,79.0
jai ganesh apartment(new booking),0.18,konnagar,2500.0,720.0,Super Built up area 728(67.63 sq.m.),2.0,2,1,5,South-East,New Property,West,728.0,,,0,0,0,0,0,0,87.0
ganapati apartment(new booking),0.17,konnagar,2300.0,739.0,Super Built up area 760(70.61 sq.m.),2.0,2,1,1,South-East,New Property,West,760.0,,,0,0,0,0,0,0,79.0
ganapati apartment (new booking),0.16,konnagar,2300.0,696.0,Super Built up area 676(62.8 sq.m.),2.0,2,1,2,North-East,New Property,West,676.0,,,0,0,0,0,0,0,71.0
ganapati apartment(new booking),0.16,konnagar,2100.0,762.0,Super Built up area 740(68.75 sq.m.),2.0,2,1,0,South-East,New Property,West,740.0,,,0,0,0,0,0,0,71.0
nsc bose road,1.25,bansdroni,6578.0,1900.0,Super Built up area 1900(176.52 sq.m.),3.0,3,2,0,South-East,Old Property,South,1900.0,,,0,0,1,0,0,2,34.0
on request,0.34,baguiati,4200.0,810.0,Super Built up area 800(74.32 sq.m.)Carpet area: 620 sq.ft. (57.6 sq.m.),2.0,2,1,1,North-West,Relatively New,North,800.0,,620.0,0,0,0,0,0,0,31.0
sathi apartment(new booking),0.15,konnagar,1804.0,831.0,Super Built up area 859(79.8 sq.m.),2.0,2,1,5,South-East,New Property,West,859.0,,,0,0,0,1,0,0,79.0
sathi apartment(new booking),0.1,konnagar,2300.0,435.0,Super Built up area 424(39.39 sq.m.),1.0,1,1,0,South,New Property,West,424.0,,,0,0,0,0,0,0,79.0
on request,0.36,raghunathpur,3800.0,947.0,Super Built up area 960(89.19 sq.m.),3.0,2,1,1,South-West,Relatively New,North,960.0,,,0,0,0,0,0,0,25.0
on request,0.38,kaikhali,3800.0,1000.0,Super Built up area 1000(92.9 sq.m.),3.0,2,1,1,North,Relatively New,North,1000.0,,,0,0,0,0,0,0,25.0
ma saroda apartment,0.28,kaikhali,3500.0,800.0,Super Built up area 793(73.67 sq.m.),2.0,2,1,1,South,Relatively New,North,793.0,,,0,0,0,0,0,0,25.0
ma saroda apartment,0.37,kaikhali,3500.0,1057.0,Super Built up area 1053(97.83 sq.m.),3.0,2,1,1,South-West,Relatively New,North,1053.0,,,0,0,0,0,1,0,77.0
ma saroda apartment,0.3,kaikhali,3500.0,857.0,Super Built up area 852(79.15 sq.m.),2.0,2,1,1,North,Relatively New,North,852.0,,,0,0,0,0,0,0,19.0
ma saroda apartments,0.28,kaikhali,3500.0,800.0,Super Built up area 807(74.97 sq.m.),2.0,2,1,1,North,Relatively New,North,807.0,,,0,0,0,0,0,0,12.0
siddhivinayak apartment.,0.37,kaikhali,3700.0,1000.0,Super Built up area 1000(92.9 sq.m.),3.0,2,1,2,South-East,Relatively New,North,1000.0,,,0,0,0,0,1,0,85.0
natural view,1.1,ultadanga,5981.0,1839.0,Super Built up area 1839(170.85 sq.m.),3.0,2,1,1,East,Moderately Old,North,1839.0,,,0,0,0,0,0,0,83.0
apanjan enclave (new booking),0.21,konnagar,2700.0,778.0,Super Built up area 775(72 sq.m.),2.0,2,1,2,North-East,New Property,West,775.0,,,0,0,0,0,0,0,79.0
jai ganesh apartment(new booking),0.19,konnagar,2500.0,760.0,Super Built up area 758(70.42 sq.m.),2.0,2,1,4,South-West,Relatively New,West,758.0,,,0,0,0,0,0,0,79.0
jai ganesh apartment(new booking),0.15,konnagar,2500.0,600.0,Super Built up area 610(56.67 sq.m.),2.0,2,1,1,North-East,Relatively New,West,610.0,,,0,0,0,0,0,0,71.0
jai ganesh apartment (new booking),0.24,konnagar,2500.0,960.0,Super Built up area 943(87.61 sq.m.),2.0,2,1,4,East,Relatively New,West,943.0,,,0,0,0,0,0,0,79.0
vinayak plaza(new booking),0.3,konnagar,2600.0,1154.0,Super Built up area 1165(108.23 sq.m.),3.0,2,2,3,East,Relatively New,West,1165.0,,,0,0,0,0,0,0,71.0
vinayak plaza (new booking),0.22,konnagar,2700.0,815.0,Super Built up area 800(74.32 sq.m.),2.0,2,1,2,North-West,Relatively New,West,800.0,,,0,0,0,0,0,0,79.0
apanjan enclave (new booking),0.22,konnagar,2700.0,815.0,Super Built up area 825(76.65 sq.m.),2.0,2,1,3,South-East,Relatively New,West,825.0,,,0,0,0,0,0,0,87.0
apanjan enclave (new booking),0.27,konnagar,2700.0,1000.0,Super Built up area 1000(92.9 sq.m.),3.0,2,2,1,North,Relatively New,West,1000.0,,,0,0,0,0,0,0,46.0
maa tara apartment,0.34,baguiati,4200.0,810.0,Super Built up area 800(74.32 sq.m.),2.0,2,1,3,South-East,Relatively New,North,800.0,,,0,0,0,0,0,0,79.0
maa tara apartment.,0.42,baguiati,4200.0,1000.0,Super Built up area 1000(92.9 sq.m.),3.0,2,1,1,West,Relatively New,North,1000.0,,,0,0,0,0,1,0,85.0
maa kalika apartment,0.35,baguiati,3500.0,1000.0,Super Built up area 1000(92.9 sq.m.),2.0,2,1,4,South-East,Relatively New,North,1000.0,,,0,0,0,0,1,0,92.0
"sanjay tower, new booking",0.39,dum dum,4500.0,867.0,Super Built up area 856(79.53 sq.m.),2.0,2,1,2,South,Relatively New,North,856.0,,,0,0,0,0,0,0,25.0
"sanjay tower, new booking",0.35,dum dum,4500.0,778.0,Super Built up area 782(72.65 sq.m.)Carpet area: 587 sq.ft. (54.53 sq.m.),2.0,2,1,2,North,Relatively New,North,782.0,,587.0,0,0,0,0,1,0,136.0
on request,0.16,kaikhali,3500.0,457.0,Super Built up area 450(41.81 sq.m.),1.0,1,1,0,South-East,Relatively New,North,450.0,,,0,0,0,0,0,0,25.0
on request,0.52,kaikhali,4500.0,1156.0,Super Built up area 1150(106.84 sq.m.),3.0,2,1,6,South-East,Relatively New,North,1150.0,,,0,0,0,0,0,0,25.0
on request,0.42,kaikhali,4407.0,953.0,Super Built up area 953(88.54 sq.m.),2.0,2,1,6,South-East,Relatively New,North,953.0,,,0,0,0,0,0,0,25.0
on request,0.43,kaikhali,4500.0,956.0,Super Built up area 955(88.72 sq.m.),2.0,2,1,1,North-East,Relatively New,North,955.0,,,0,0,0,0,0,0,25.0
on request,0.41,kaikhali,4500.0,911.0,Super Built up area 920(85.47 sq.m.),2.0,2,1,1,North-East,Relatively New,North,920.0,,,0,0,0,0,0,0,25.0
on request,0.43,kaikhali,4500.0,956.0,Super Built up area 953(88.54 sq.m.),2.0,2,1,1,North-East,Relatively New,North,953.0,,,0,0,0,0,0,0,25.0
on request,0.39,baguiati,4200.0,929.0,Super Built up area 925(85.94 sq.m.)Carpet area: 715 sq.ft. (66.43 sq.m.),2.0,2,1,2,North-West,Relatively New,North,925.0,,715.0,0,0,0,0,0,0,31.0
on request,0.37,baguiati,4200.0,881.0,Super Built up area 890(82.68 sq.m.),2.0,2,1,3,North-West,Relatively New,North,890.0,,,0,0,0,0,0,0,26.0
on request,0.42,baguiati,4200.0,1000.0,Super Built up area 1000(92.9 sq.m.),3.0,2,1,1,North-West,Relatively New,North,1000.0,,,0,0,0,0,0,0,28.0
maa tara apartment,0.31,baguiati,3875.0,800.0,Super Built up area 800(74.32 sq.m.)Carpet area: 620 sq.ft. (57.6 sq.m.),2.0,2,1,3,South-East,Moderately Old,North,800.0,,620.0,0,0,0,0,0,2,24.0
on request,0.36,baguiati,3796.0,948.0,Super Built up area 961(89.28 sq.m.),2.0,2,1,5,East,Relatively New,North,961.0,,,0,0,0,0,0,0,26.0
on request,0.36,baguiati,3800.0,947.0,Super Built up area 960(89.19 sq.m.),2.0,2,1,1,East,Relatively New,North,960.0,,,0,0,0,0,0,0,25.0
on request,0.32,baguiati,4000.0,800.0,Super Built up area 800(74.32 sq.m.),2.0,1,1,2,North,Relatively New,North,800.0,,,0,0,0,0,0,0,26.0
on request,0.4,baguiati,4200.0,952.0,Super Built up area 960(89.19 sq.m.),2.0,2,1,2,East,Relatively New,North,960.0,,,0,0,0,0,0,0,25.0
"on request, new booking",0.32,baguiati,4200.0,762.0,Super Built up area 760(70.61 sq.m.),2.0,2,1,1,South-East,Relatively New,North,760.0,,,0,0,0,0,0,0,19.0
mayfair white field,0.29,narendrapur,3186.0,910.0,Super Built up area 910(84.54 sq.m.),2.0,2,1,3,South-East,Relatively New,South,910.0,,,0,0,0,0,1,0,123.0
mayfair white field,0.31,narendrapur,3200.0,969.0,Super Built up area 960(89.19 sq.m.),2.0,2,1,1,South-West,Relatively New,South,960.0,,,0,0,0,0,1,0,121.0
mayfair white field,0.31,narendrapur,3200.0,969.0,Super Built up area 970(90.12 sq.m.),2.0,2,1,4,East,Relatively New,South,970.0,,,0,0,0,0,1,0,121.0
mayfair platinum,0.28,baruipur,3300.0,848.0,Super Built up area 840(78.04 sq.m.),2.0,2,1,1,North-East,Relatively New,South,840.0,,,0,0,0,0,1,0,129.0
mayfair platinum,0.3,baruipur,3300.0,909.0,Super Built up area 900(83.61 sq.m.),2.0,2,1,2,South,Relatively New,South,900.0,,,0,0,0,0,0,0,131.0
mayfair platinum,0.35,baruipur,3300.0,1061.0,Super Built up area 1070(99.41 sq.m.),3.0,2,1,1,North-East,Relatively New,South,1070.0,,,0,0,0,0,1,0,129.0
mayfair platinum,0.28,baruipur,3300.0,848.0,Super Built up area 840(78.04 sq.m.),2.0,2,1,3,South-West,Relatively New,South,840.0,,,0,0,0,0,1,0,139.0
mayfair platinum,0.37,baruipur,3300.0,1121.0,Super Built up area 1115(103.59 sq.m.),3.0,2,1,4,South-East,Relatively New,South,1115.0,,,0,0,0,0,1,0,108.0
on request,0.11,baguiati,2286.0,481.0,Super Built up area 481(44.69 sq.m.),1.0,1,1,0,East,Relatively New,North,481.0,,,0,0,0,0,0,0,7.0
airavat apartment,0.5,dum dum,4500.0,1111.0,Super Built up area 1120(104.05 sq.m.),3.0,2,1,4,South-East,New Property,North,1120.0,,,0,0,0,1,0,0,81.0
"on request, new booking",0.43,kaikhali,4500.0,956.0,Super Built up area 953(88.54 sq.m.),2.0,2,1,1,North-East,Relatively New,North,953.0,,,0,0,0,0,0,0,19.0
on request,0.86,new town,7166.0,1200.0,Super Built up area 1200(111.48 sq.m.),3.0,2,2,3,East,Relatively New,East,1200.0,,,0,0,0,0,1,0,19.0
on request,0.85,new town,6538.0,1300.0,Super Built up area 1300(120.77 sq.m.),3.0,2,1,4,West,Relatively New,East,1300.0,,,0,0,0,0,1,0,19.0
