society,price,place,price_per_sqft,bedRoom,bathroom,balcony,floorNum,facing,agePossession,Direction,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
residential apartment,1.85,ballygunge,7400.0,4.0,4.0,2,1.0,South,Old Property,South,2256.0,0.0,0.0,0.0,0.0,0.0,1.0,49.0
residential apartment,1.8,ballygunge,11538.0,3.0,2.0,1,4.0,South-East,New Property,South,1430.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0
residential apartment,1.85,ballygunge,8409.0,3.0,3.0,1,4.0,South-East,Old Property,South,1986.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0
residential apartment,1.35,southern avenue,10000.0,2.0,2.0,1,2.0,South-East,Old Property,South,1142.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0
residential apartment,1.32,hazra,10352.0,3.0,3.0,1,4.0,South-East,New Property,South,1110.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0
residential apartment,1.42,pr,7473.0,4.0,3.0,1,2.0,North-East,Moderately Old,South,1745.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0
residential apartment,2.0,southern avenue,10526.0,3.0,3.0,2,2.0,South-West,Moderately Old,South,1716.0,1.0,0.0,0.0,1.0,0.0,2.0,19.0
residential apartment,0.8,pr,5860.0,3.0,2.0,1,1.0,South-East,Relatively New,South,1233.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0
residential apartment,0.83,dhakuria,6509.0,3.0,2.0,1,3.0,South-East,Old Property,South,1167.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0
purba abasan,1.2,kasba,8444.0,3.0,2.0,1,1.0,South-East,Old Property,South,1342.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0
residential apartment,0.59,pr,5784.0,2.0,2.0,1,1.0,South,Relatively New,South,899.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0
residential apartment,0.85,mudially,7083.0,2.0,2.0,1,1.0,South-East,Old Property,South,1078.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0
siddha galaxia,0.95,rajarhat,7392.0,3.0,2.0,1,10.0,North-West,Relatively New,East,1099.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0
sweet hut sarovar residency,0.3,rajarhat,3606.0,2.0,2.0,1,2.0,West,Relatively New,East,706.0,0.0,0.0,0.0,0.0,1.0,0.0,161.0
unitech fresco,1.07,new town,9469.0,3.0,3.0,2,4.0,North-West,New Property,East,1212.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0
tata avenida,1.97,new town,12232.0,3.0,3.0,2,17.0,East,Relatively New,East,1399.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0
bengal dcl uttara,1.85,new town,6329.0,3.0,3.0,3,6.0,South-West,Relatively New,East,2196.0,1.0,0.0,0.0,1.0,1.0,0.0,219.0
elita garden vista,0.75,new town,5555.0,2.0,2.0,2,9.0,North,Relatively New,East,1080.0,0.0,0.0,0.0,0.0,0.0,2.0,148.0
gls ruposi bangla phase 1,1.35,new town,7627.0,3.0,2.0,2,7.0,South-East,New Property,East,1327.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0
on request,0.28,baguiati,3200.0,2.0,2.0,1,2.0,South-West,Relatively New,North,736.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
on request,0.29,baguiati,3200.0,2.0,2.0,1,2.0,North-West,Relatively New,North,778.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
on request,0.17,baguiati,3000.0,1.0,1.0,1,1.0,North-East,Relatively New,North,479.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
on request,0.23,baguiati,3000.0,2.0,2.0,1,1.0,South-East,Relatively New,North,650.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
on request,0.24,baguiati,3000.0,2.0,2.0,1,2.0,North-West,Relatively New,North,674.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
on request,0.17,baguiati,3000.0,1.0,1.0,1,2.0,South-East,Relatively New,North,483.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
on request,0.23,baguiati,3000.0,2.0,2.0,1,2.0,East,Relatively New,North,667.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0
on request,0.24,baguiati,3000.0,2.0,2.0,1,2.0,West,Relatively New,North,676.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0
on request,0.3,baguiati,3500.0,2.0,2.0,1,2.0,South,Relatively New,North,727.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0
on request,0.39,baguiati,3500.0,3.0,2.0,1,1.0,West,Relatively New,North,941.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
on request,0.14,baguiati,3200.0,1.0,1.0,0,3.0,East,Relatively New,East,381.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0
on request,0.41,baguiati,3250.0,3.0,2.0,2,4.0,South,Relatively New,North,1081.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0
on request,0.2,baguiati,3105.0,2.0,1.0,1,1.0,South-East,Relatively New,East,551.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0
on request,0.16,baguiati,2996.0,1.0,1.0,1,2.0,South,Relatively New,North,457.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0
on request,0.19,baguiati,3000.0,2.0,2.0,1,2.0,North-East,Relatively New,North,547.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
on request,0.33,baguiati,3500.0,2.0,2.0,1,5.0,North-West,Relatively New,North,813.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
stand alone building,0.45,tangra,4797.0,2.0,2.0,1,3.0,West,Relatively New,East,802.0,0.0,0.0,0.0,0.0,1.0,0.0,54.0
amarana residences,1.13,tangra,8451.0,3.0,3.0,1,7.0,West,Relatively New,East,1144.0,0.0,0.0,0.0,0.0,1.0,0.0,54.0
amarana residences,1.12,tangra,8376.0,3.0,3.0,1,6.0,South-East,Relatively New,East,1144.0,0.0,0.0,0.0,0.0,1.0,0.0,54.0
purti jewel,0.8,tangra,7233.0,3.0,2.0,2,1.0,South,Relatively New,East,946.0,0.0,0.0,0.0,0.0,1.0,0.0,121.0
ambuja upohar luxury gold,3.0,em bypass,8620.0,4.0,4.0,1,13.0,North,Moderately Old,South,2977.0,0.0,0.0,0.0,0.0,0.0,2.0,121.0
ambuja upohar luxury gold,1.7,em bypass,7071.0,3.0,4.0,2,15.0,South,Moderately Old,South,2056.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0
hiland park,0.9,em bypass,7462.0,2.0,2.0,2,7.0,East,Moderately Old,South,1032.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
on request,0.41,narendrapur,4653.0,2.0,2.0,1,2.0,North-West,Relatively New,South,754.0,0.0,0.0,0.0,0.0,1.0,0.0,26.0
ambuja upohar the condoville,1.5,panchasayar,8138.0,3.0,2.0,2,15.0,South,Relatively New,South,1577.0,0.0,0.0,0.0,0.0,1.0,0.0,102.0
ambuja upohar luxury gold,1.7,em bypass,8177.0,3.0,3.0,2,8.0,South-West,Moderately Old,South,1700.0,0.0,1.0,1.0,0.0,0.0,0.0,27.0
residential apartment,0.8,golf garden,6250.0,2.0,2.0,1,2.0,North-West,Relatively New,South,1150.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0
on request,0.45,narendrapur,4687.0,2.0,2.0,1,1.0,North-West,Relatively New,South,758.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
on request,0.46,narendrapur,5000.0,2.0,2.0,1,1.0,West,Relatively New,South,787.0,0.0,0.0,0.0,0.0,1.0,0.0,77.0
on request,0.42,narendrapur,4953.0,2.0,2.0,1,1.0,East,Relatively New,South,650.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
on request,0.6,narendrapur,4898.0,3.0,2.0,1,1.0,South-West,Relatively New,South,1056.0,0.0,0.0,0.0,0.0,1.0,0.0,86.0
victoria vistas,3.9,bhawanipore,13782.0,4.0,4.0,1,7.0,South-East,Relatively New,South,2419.0,0.0,1.0,0.0,0.0,0.0,0.0,69.0
victoria vistas,3.15,bhawanipore,23559.0,3.0,3.0,1,7.0,South-West,Relatively New,South,1749.0,0.0,1.0,0.0,0.0,0.0,0.0,48.0
purti hastings,2.47,alipore,11500.0,3.0,3.0,1,3.0,South-East,Relatively New,South,1548.0,0.0,1.0,0.0,0.0,0.0,0.0,48.0
purti hastings,2.54,alipore,11500.0,4.0,4.0,1,3.0,North-East,Relatively New,South,1585.0,0.0,1.0,0.0,0.0,0.0,0.0,41.0
purti hastings,3.14,alipore,11514.0,4.0,4.0,2,3.0,North-West,Relatively New,South,1978.0,0.0,1.0,0.0,0.0,0.0,0.0,23.0
south city,1.8,pr,12002.0,3.0,2.0,2,10.0,North-West,Old Property,South,1247.0,0.0,1.0,0.0,0.0,0.0,0.0,142.0
anik one rajarhat,2.95,new town,12826.0,3.0,3.0,3,9.0,South-East,Relatively New,East,2317.0,0.0,1.0,0.0,0.0,0.0,0.0,158.0
anik one rajarhat,2.45,new town,13045.0,3.0,3.0,3,20.0,South,Relatively New,East,1870.0,0.0,1.0,0.0,0.0,0.0,0.0,138.0
siddha happyville,0.9,rajarhat,6875.0,3.0,3.0,2,11.0,South,Relatively New,East,1120.0,0.0,0.0,1.0,0.0,0.0,0.0,31.0
goodwill apartment (new booking),0.22,madhyamgram,2596.0,2.0,2.0,1,1.0,South-East,New Property,North,715.0,0.0,0.0,0.0,0.0,1.0,0.0,31.0
goodwill apartment (new booking),0.16,madhyamgram,2202.0,2.0,2.0,1,3.0,South-East,New Property,North,631.0,0.0,0.0,0.0,0.0,1.0,0.0,31.0
goodwill apartment (new booking),0.21,madhyamgram,2596.0,2.0,2.0,1,4.0,South-East,New Property,North,685.0,0.0,0.0,0.0,0.0,1.0,0.0,31.0
goodwill apartment (new booking),0.21,hridaypur,2603.0,2.0,2.0,1,3.0,South-East,New Property,North,683.0,0.0,0.0,0.0,0.0,1.0,0.0,31.0
goodwill apartment (new booking),0.19,hridaypur,2446.0,2.0,2.0,1,2.0,South-East,New Property,North,674.0,0.0,0.0,0.0,0.0,1.0,0.0,31.0
goodwill apartment (new booking),0.2,hridaypur,2450.0,2.0,2.0,1,2.0,South-East,New Property,North,707.0,0.0,0.0,0.0,0.0,1.0,0.0,131.0
rajat avante,0.63,joka,6116.0,3.0,2.0,1,10.0,North-West,Relatively New,South,813.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0
rajat avante,0.5,joka,5931.0,2.0,2.0,1,12.0,South-West,Relatively New,South,660.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0
the 102,0.53,joka,6551.0,2.0,2.0,2,10.0,North,Relatively New,South,663.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0
the 102,0.65,joka,5762.0,3.0,2.0,3,12.0,South,Relatively New,South,930.0,0.0,0.0,0.0,0.0,1.0,0.0,60.0
on request,0.41,nayabad,3568.0,3.0,2.0,1,1.0,South-West,Relatively New,South,983.0,0.0,0.0,0.0,0.0,1.0,0.0,53.0
on request new,0.33,new garia,3877.0,2.0,2.0,1,2.0,South-East,Relatively New,South,728.0,0.0,0.0,0.0,0.0,1.0,0.0,63.0
on request new,0.57,nayabad,4200.0,3.0,2.0,1,2.0,North-East,Relatively New,South,1161.0,0.0,0.0,0.0,0.0,1.0,0.0,71.0
semi complex new,0.51,new garia,4000.0,3.0,2.0,1,3.0,North-East,Relatively New,South,1092.0,0.0,0.0,0.0,0.0,1.0,0.0,65.0
on request,0.27,nayabad,3271.0,2.0,2.0,1,1.0,North-East,Relatively New,South,693.0,0.0,0.0,0.0,0.0,1.0,0.0,65.0
on request,0.28,garia,4000.0,2.0,1.0,0,4.0,South-West,New Property,South,590.0,0.0,0.0,0.0,0.0,1.0,0.0,56.0
on request,0.31,new garia,3803.0,2.0,2.0,1,1.0,South-East,Relatively New,South,697.0,0.0,0.0,0.0,0.0,1.0,0.0,81.0
semi complex,0.39,new garia,3995.0,2.0,2.0,1,1.0,North-East,New Property,South,839.0,0.0,0.0,0.0,0.0,1.0,0.0,73.0
semi complex,0.43,new garia,4000.0,3.0,2.0,2,1.0,South-West,New Property,South,918.0,0.0,0.0,0.0,0.0,1.0,0.0,87.0
semi complex,0.46,new garia,4000.0,3.0,2.0,1,1.0,South-East,New Property,South,978.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0
brahmapur house,0.24,garia,3200.0,2.0,2.0,1,3.0,South-West,Relatively New,South,642.0,0.0,0.0,0.0,0.0,1.0,0.0,56.0
brahmapur house,0.14,garia,3295.0,1.0,1.0,0,2.0,North-East,Relatively New,South,376.0,0.0,0.0,0.0,0.0,1.0,0.0,43.0
brahmapur house,0.17,garia,3090.0,2.0,1.0,0,0.0,South-East,Relatively New,South,470.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0
on request new,0.46,nayabad,4200.0,3.0,2.0,1,2.0,South-East,New Property,South,937.0,0.0,0.0,0.0,0.0,1.0,0.0,51.0
on request,0.4,nayabad,4200.0,3.0,2.0,1,1.0,North-East,New Property,South,813.0,0.0,0.0,0.0,0.0,1.0,0.0,57.0
on request,0.58,nayabad,4200.0,3.0,2.0,1,2.0,South-East,New Property,South,1186.0,0.0,0.0,0.0,0.0,1.0,0.0,32.0
kudghat house,0.25,kudghat,2941.0,2.0,2.0,1,0.0,South-East,Moderately Old,South,727.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
kudghat house,0.23,kudghat,3091.0,2.0,2.0,1,3.0,South-East,Relatively New,South,636.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0
on request,0.36,nayabad,4235.0,2.0,2.0,1,2.0,South-West,New Property,South,727.0,0.0,0.0,0.0,0.0,1.0,0.0,53.0
semi complex,0.28,garia,3800.0,2.0,2.0,1,2.0,South-East,Relatively New,South,619.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0
semi complex,0.32,new garia,3799.0,2.0,2.0,1,3.0,South-West,New Property,South,730.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0
mangalik chs,0.3,em bypass,4477.0,2.0,1.0,1,0.0,North-East,Old Property,South,573.0,0.0,0.0,0.0,0.0,1.0,2.0,32.0
udayan complex,0.17,konnagar,2250.0,2.0,2.0,1,2.0,South,Relatively New,West,642.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0
udayan complex,0.27,konnagar,2249.0,3.0,2.0,1,1.0,East,Relatively New,West,1018.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0
udayan complex,0.17,konnagar,2250.0,2.0,2.0,1,2.0,South-West,Relatively New,West,636.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0
udayan complex,0.11,konnagar,2349.0,1.0,1.0,1,3.0,South,Relatively New,West,406.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0
udayan complex,0.19,konnagar,2189.0,2.0,2.0,1,2.0,South,Relatively New,West,727.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0
udayan complex,0.19,konnagar,2301.0,2.0,2.0,1,1.0,East,Relatively New,West,693.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0
udayan complex,0.18,konnagar,2300.0,2.0,2.0,1,2.0,South,Relatively New,West,680.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0
udayan complex,0.17,konnagar,2250.0,2.0,2.0,1,1.0,East,Relatively New,West,659.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0
udayan complex,0.17,konnagar,2500.0,2.0,2.0,1,2.0,South,Relatively New,West,599.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
udayan complex,0.18,konnagar,2251.0,2.0,2.0,1,2.0,North-West,Relatively New,West,678.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0
udayan complex,0.21,konnagar,2200.0,3.0,2.0,1,4.0,North,Relatively New,West,825.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0
udayan complex,0.18,konnagar,2250.0,2.0,2.0,1,2.0,South-East,Relatively New,West,678.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0
dlf new town heights,0.74,new town,5953.0,2.0,2.0,1,10.0,South-East,Relatively New,East,1063.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0
dlf new town heights,0.74,new town,5887.0,2.0,2.0,1,10.0,South-East,Relatively New,East,1075.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0
unitech vistas,0.82,new town,6117.0,3.0,2.0,2,10.0,West,Relatively New,East,1049.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0
on request,0.76,patuli,6000.0,3.0,2.0,2,1.0,North-East,New Property,South,1089.0,0.0,0.0,0.0,0.0,1.0,0.0,53.0
on request,0.18,kendua,5070.0,1.0,1.0,0,1.0,North-East,New Property,South,304.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
goodwill apartment (new booking),0.16,hridaypur,2595.0,2.0,2.0,1,1.0,North,Relatively New,North,535.0,0.0,0.0,0.0,0.0,1.0,0.0,31.0
goodwill apartment (new booking),0.19,madhyamgram,2400.0,2.0,2.0,1,3.0,North,Relatively New,North,678.0,0.0,0.0,0.0,0.0,1.0,0.0,31.0
goodwill apartment (new booking),0.22,sodepur,3200.0,2.0,2.0,1,1.0,South,Relatively New,North,599.0,0.0,0.0,0.0,0.0,1.0,0.0,31.0
goodwill apartment (new booking),0.2,sodepur,2800.0,2.0,2.0,1,2.0,West,Relatively New,North,599.0,0.0,0.0,0.0,0.0,1.0,0.0,81.0
on request,0.3,nayabad,4200.0,2.0,2.0,1,2.0,South-West,New Property,South,609.0,0.0,0.0,0.0,0.0,1.0,0.0,47.0
on request,0.52,madurdaha,4170.0,3.0,2.0,1,3.0,South,Moderately Old,South,1067.0,1.0,0.0,0.0,0.0,0.0,0.0,63.0
on request new,0.39,pr,4950.0,2.0,2.0,1,3.0,North-East,New Property,East,667.0,0.0,0.0,0.0,0.0,1.0,0.0,47.0
on request,0.4,kalikapur,5000.0,2.0,2.0,1,4.0,East,New Property,South,691.0,0.0,0.0,0.0,0.0,1.0,0.0,47.0
on request,0.38,madurdaha,4500.0,2.0,2.0,1,3.0,North-East,New Property,South,731.0,0.0,0.0,0.0,0.0,1.0,0.0,47.0
on request,0.47,madurdaha,4500.0,3.0,2.0,1,3.0,South-East,New Property,South,901.0,0.0,0.0,0.0,0.0,1.0,0.0,54.0
on request,0.2,sodepur,2400.0,2.0,2.0,1,2.0,South,Relatively New,North,800.0,0.0,0.0,1.0,0.0,0.0,0.0,52.0
"aayan plaza amraboti, new booking",0.37,sodepur,3956.0,3.0,2.0,1,5.0,South,Relatively New,North,1100.0,0.0,0.0,1.0,0.0,0.0,0.0,52.0
on request,0.32,sodepur,2800.0,3.0,2.0,1,2.0,South,Relatively New,North,1100.0,0.0,0.0,1.0,0.0,0.0,0.0,52.0
"r k plaza, sodepur, new booking",0.12,sodepur,2500.0,1.0,1.0,0,0.0,South,Relatively New,North,470.0,0.0,0.0,1.0,0.0,0.0,0.0,52.0
on request,0.17,sodepur,2500.0,2.0,2.0,1,0.0,South,Relatively New,North,680.0,0.0,0.0,1.0,0.0,0.0,0.0,52.0
"saheb plaza panihati, new booking",0.18,panihati,2600.0,2.0,2.0,1,5.0,North-East,Relatively New,North,650.0,0.0,0.0,1.0,0.0,0.0,0.0,52.0
on request,0.16,sodepur,2600.0,2.0,1.0,1,5.0,West,Relatively New,North,620.0,0.0,0.0,1.0,0.0,0.0,0.0,52.0
on request,0.17,sodepur,2500.0,2.0,1.0,1,5.0,South,Relatively New,North,670.0,0.0,0.0,1.0,0.0,0.0,0.0,31.0
"diamond abasan sukchar, sodepur",0.15,sodepur,2499.0,2.0,1.0,1,5.0,North-West,Relatively New,North,600.0,0.0,0.0,0.0,0.0,1.0,0.0,52.0
"diamond abasan new booking, sodepur",0.17,sodepur,2500.0,2.0,1.0,1,3.0,South,Relatively New,North,660.0,0.0,0.0,1.0,0.0,0.0,0.0,31.0
on request,0.19,sodepur,2800.0,2.0,1.0,1,3.0,North-East,Relatively New,North,650.0,0.0,0.0,0.0,0.0,1.0,0.0,31.0
on request,0.51,dunlop,3700.0,3.0,2.0,2,1.0,South-West,Relatively New,North,1350.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
on request,0.42,naktala,4142.0,2.0,2.0,1,3.0,South-East,Relatively New,South,867.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0
on request,0.45,ch,4500.0,2.0,2.0,1,2.0,South-East,Relatively New,East,855.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0
hiland park,0.99,em bypass,7454.0,3.0,3.0,1,16.0,North-East,Old Property,South,1136.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0
on request,0.46,west kamalapur,3800.0,3.0,2.0,1,4.0,North,Relatively New,West,1044.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0
on request,0.54,west kamalapur,3802.0,3.0,2.0,2,2.0,South,Relatively New,West,1215.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0
on request,0.69,west kamalapur,3812.0,3.0,2.0,1,1.0,South,Relatively New,West,1548.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0
on request,0.4,west kamalapur,3809.0,2.0,2.0,1,1.0,North,Relatively New,West,898.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0
on request,0.29,dum dum,4800.0,1.0,1.0,1,0.0,South,Relatively New,North,513.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0
on request,0.38,dum dum,4800.0,2.0,2.0,0,1.0,South-West,Relatively New,North,684.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0
on request,0.28,krishnapur,2849.0,2.0,2.0,1,4.0,South-West,Relatively New,West,847.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0
on request,0.39,baguiati,4199.0,2.0,2.0,1,2.0,North-West,Relatively New,North,790.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0
sherwood estate,0.5,narendrapur,5555.0,2.0,2.0,1,3.0,West,Moderately Old,South,770.0,0.0,0.0,0.0,0.0,0.0,2.0,106.0
sherwood estate,0.45,narendrapur,5061.0,2.0,2.0,1,2.0,East,Moderately Old,South,760.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0
sherwood estate,0.46,narendrapur,5168.0,2.0,2.0,1,3.0,North-East,Moderately Old,South,761.0,0.0,0.0,0.0,0.0,0.0,2.0,113.0
sherwood estate,0.34,narendrapur,4722.0,1.0,1.0,0,4.0,South-East,Moderately Old,South,616.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0
sherwood estate,0.56,narendrapur,5333.0,2.0,2.0,1,4.0,North-West,Moderately Old,South,898.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0
sherwood estate,0.46,narendrapur,5111.0,2.0,2.0,1,3.0,North-East,Moderately Old,South,770.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0
purti star,0.62,rajarhat,5294.0,3.0,2.0,1,3.0,South-East,Relatively New,East,1002.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0
purti star,0.64,rajarhat,5465.0,3.0,2.0,1,10.0,South-West,Moderately Old,East,1002.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0
sherwood estate,0.47,narendrapur,5053.0,2.0,2.0,0,2.0,South,Moderately Old,South,796.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0
elita garden vista,0.95,new town,5853.0,3.0,3.0,1,17.0,East,Relatively New,East,1242.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0
sherwood estate,0.54,narendrapur,5142.0,2.0,2.0,1,2.0,East,Moderately Old,South,898.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0
sherwood estate,1.0,narendrapur,5000.0,3.0,3.0,2,3.0,East,Moderately Old,South,1711.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0
navita,0.55,madhyamgram,5144.0,2.0,2.0,1,8.0,East,Moderately Old,North,914.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0
magnolia oxygen,0.35,rajarhat,3901.0,2.0,2.0,1,11.0,North-West,Relatively New,East,767.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0
magnolia oxygen,0.44,rajarhat,4435.0,2.0,2.0,1,12.0,South,Moderately Old,East,849.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0
magnolia sky view,0.55,omarhati,4478.0,3.0,2.0,2,11.0,North,Relatively New,East,1050.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0
dhoot pratham,1.0,bt road,6578.0,3.0,2.0,1,2.0,North,Relatively New,North,1300.0,1.0,0.0,0.0,0.0,0.0,0.0,132.0
primarc astitva,2.9,kankurgachi,16880.0,3.0,3.0,1,3.0,West,Relatively New,North,1470.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0
sherwood estate,0.3,narendrapur,5357.0,1.0,1.0,0,1.0,West,Moderately Old,South,479.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0
sherwood estate,0.47,narendrapur,5222.0,2.0,2.0,1,4.0,North-West,Moderately Old,South,770.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0
team taurus wow,0.42,rajarhat,3780.0,2.0,3.0,1,2.0,South,Relatively New,East,950.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0
magnolia sky view,0.48,omarhati,4979.0,2.0,2.0,1,3.0,South-East,Moderately Old,East,825.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0
siddha galaxia,0.9,rajarhat,7512.0,3.0,2.0,2,8.0,South-West,Relatively New,East,1025.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0
sherwood estate,0.55,narendrapur,5213.0,2.0,2.0,1,4.0,North-West,Moderately Old,South,902.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0
ideal grand,0.9,howrah,7692.0,2.0,2.0,1,9.0,South-West,Moderately Old,West,1001.0,0.0,0.0,0.0,0.0,1.0,2.0,128.0
natural city lake town,0.9,lake town,6993.0,3.0,2.0,1,9.0,South-East,Relatively New,North,1101.0,0.0,0.0,0.0,0.0,1.0,0.0,128.0
natural city lake town,0.7,lake town,7329.0,2.0,2.0,1,4.0,North,Relatively New,North,817.0,0.0,0.0,0.0,0.0,1.0,0.0,129.0
natural city lake town,1.33,lake town,7291.0,4.0,3.0,1,6.0,South-West,Relatively New,North,1560.0,0.0,0.0,0.0,0.0,1.0,0.0,54.0
ruchi active acres tangra,1.05,tangra,6981.0,2.0,2.0,1,3.0,South,Moderately Old,East,1287.0,0.0,0.0,0.0,0.0,1.0,1.0,54.0
active acres,1.35,em bypass,7701.0,3.0,2.0,1,20.0,West,Relatively New,East,1500.0,0.0,0.0,0.0,0.0,1.0,1.0,54.0
active acres,1.3,em bypass,7415.0,3.0,3.0,1,8.0,East,Relatively New,East,1500.0,0.0,0.0,0.0,0.0,0.0,1.0,128.0
ruchi active acres tangra,1.3,tangra,7398.0,3.0,2.0,1,5.0,South-East,Moderately Old,East,1503.0,0.0,0.0,1.0,0.0,0.0,0.0,63.0
on request new,0.55,madurdaha,4382.0,3.0,2.0,1,1.0,South-East,Relatively New,South,1074.0,0.0,0.0,0.0,0.0,1.0,0.0,71.0
on request new,0.44,madurdaha,5000.0,2.0,2.0,1,2.0,South-East,Relatively New,South,746.0,0.0,0.0,0.0,0.0,1.0,0.0,70.0
on request,0.5,madurdaha,4237.0,3.0,2.0,1,3.0,South,Moderately Old,South,1009.0,0.0,0.0,0.0,0.0,1.0,0.0,69.0
south city,2.0,pr,12634.0,3.0,3.0,1,25.0,North-East,Old Property,South,1354.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
on request,0.48,garia,3840.0,3.0,2.0,1,3.0,South-West,Old Property,South,1122.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
niramay apartment,0.64,garia,5333.0,3.0,2.0,1,3.0,South-East,Old Property,South,1027.0,0.0,0.0,0.0,0.0,0.0,2.0,25.0
